Latitude,Longitude
40.68796,-73.91906
40.77382,-73.95088
40.68418,-73.96926
40.68773,-73.95631
40.70719,-73.89632
40.73456,-74.00347
40.74166,-73.97811
40.77987,-73.91565
40.77329,-73.92832
40.7195,-73.99416
40.70866,-73.91537
40.80829,-73.9426
40.80114,-73.96378
40.79417,-73.95101
40.75286,-74.00162
40.73477,-74.00275
40.7453,-73.95294
40.80314,-73.95768
40.74888,-73.97828
40.74851,-73.97796
40.67635,-73.89124
40.78002,-73.95211
40.69445,-73.96401
40.75772,-73.8953
40.80373,-73.9679
40.68757,-73.97469
40.7056,-73.94202
40.67722,-73.95005
40.71407,-73.95336
40.72912,-73.98355
40.68305,-73.97853
40.68161,-73.90796
40.71428,-73.961
40.70234,-73.91849
40.77563,-73.98065
40.72866,-73.98048
40.69096,-73.97241
40.69114,-73.94601
40.72482,-73.98097
40.67406,-73.97697
40.77392,-73.97852
40.76422,-73.99382
40.76221,-73.97787
40.69128,-73.93653
40.86737,-73.91877
40.72177,-73.9961
40.74034,-74.00259
40.73105,-74.00285
40.68902,-73.99517
40.67793,-73.96577
40.70995,-73.95536
40.72756,-74.00239
40.68906,-73.94103
40.6967,-73.97622
40.70751,-73.9467
40.67507,-73.98093
40.79507,-73.97568
40.72225,-73.98496
40.74723,-73.89706
40.71796,-73.95439
40.72558,-73.97929
40.80748,-73.94869
40.79854,-73.96089
40.74869,-73.88293
40.71819,-73.99136
40.72582,-73.95213
40.74225,-73.99492
40.73016,-73.98643
40.68344,-73.9933
40.68341,-73.9606
40.71534,-73.94906
40.74746,-73.89712
40.74687,-73.89892
40.68712,-73.95876
40.73795,-74.00593
40.71055,-73.94915
40.68811,-73.97236
40.70985,-73.9452
40.67473,-73.96263
40.82655,-73.93943
40.67471,-73.95324
40.80155,-73.96569
40.80745,-73.94353
40.72576,-73.98582
40.82398,-73.954
40.68724,-73.95837
40.79241,-73.97111
40.77042,-73.96145
40.71625,-73.9843
40.80351,-73.95648
40.74056,-73.99262
40.67942,-73.96248
40.71927,-73.95591
40.76216,-73.92542
40.73867,-73.95448
40.73844,-73.95456
40.70866,-73.95166
40.69127,-73.99552
40.70061,-73.9552
40.81073,-73.9437
40.80517,-73.95404
40.76761,-73.98619
40.73616,-74.004
40.76352,-73.96394
40.71141,-73.95427
40.74092,-74.00037
40.81908,-73.94776
40.75154,-73.97104
40.78361,-73.97645
40.72849,-73.98041
40.72369,-73.9894
40.72661,-73.94586
40.7232,-73.97927
40.71714,-73.95447
40.78674,-73.97243
40.78747,-73.97238
40.74975,-73.93688
40.70226,-73.92797
40.74231,-73.97839
40.71778,-74.00452
40.7296,-73.98479
40.73454,-74.00365
40.71729,-74.00424
40.85963,-73.93107
40.7229,-73.99574
40.80529,-73.96467
40.68736,-73.97496
40.72064,-73.99605
40.80145,-73.95572
40.76412,-73.97666
40.71955,-73.99706
40.6747,-73.98245
40.74314,-74.00119
40.73158,-73.98303
40.70608,-73.93154
40.68371,-73.95604
40.67652,-73.9614
40.72699,-73.97969
40.68391,-73.96201
40.77938,-73.98247
40.7189,-73.95725
40.67968,-73.94715
40.72863,-74.00137
40.75583,-73.91839
40.71592,-73.9898
40.72408,-73.99823
40.73233,-73.98695
40.67958,-73.93687
40.80193,-73.96703
40.68522,-73.93557
40.75754,-73.93004
40.72714,-73.99581
40.70118,-73.92826
40.68116,-73.96559
40.75982,-73.96521
40.68785,-73.96708
40.68444,-73.95692
40.68468,-73.96303
40.75383,-73.96777
40.77638,-73.95247
40.76361,-73.91793
40.76605,-73.92922
40.70022,-73.93032
40.78227,-73.9841
40.70369,-73.93284
40.80826,-73.93401
40.77466,-73.91807
40.67679,-73.93776
40.70745,-73.94307
40.71203,-73.95993
40.69594,-73.98375
40.71988,-73.95616
40.77016,-73.92316
40.69254,-73.91092
40.71572,-73.95574
40.75039,-74.00287
40.71435,-73.95073
40.83556,-73.94609
40.72439,-73.97767
40.7179,-73.96107
40.73997,-73.98789
40.77734,-73.9877
40.67453,-73.96759
40.76078,-73.99076
40.80343,-73.93514
40.69377,-73.97009
40.77032,-73.95331
40.73461,-74.00594
40.72578,-73.98448
40.81381,-73.94314
40.74527,-73.94629
40.71813,-73.9606
40.71606,-73.95527
40.6953,-73.95832
40.79767,-73.96114
40.73652,-74.00876
40.7982,-73.97173
40.71247,-73.99873
40.68798,-73.97442
40.80461,-73.92276
40.68191,-73.95475
40.73364,-74.00539
40.73164,-74.00327
40.71502,-73.98192
40.74997,-73.9397
40.71188,-73.9608
40.68176,-73.914
40.73186,-74.00329
40.70719,-73.95228
40.71818,-73.98206
40.84448,-73.93978
40.72762,-73.98218
40.82294,-73.94999
40.81915,-73.93964
40.71222,-73.95827
40.73403,-74.00298
40.67708,-73.96649
40.72232,-73.99343
40.73761,-74.00043
40.79863,-73.95292
40.77775,-73.98732
40.72877,-73.98794
40.76553,-73.96262
40.71703,-73.98612
40.82169,-73.93882
40.77445,-73.98496
40.68356,-73.94042
40.73545,-73.9931
40.80118,-73.96783
40.8678,-73.92619
40.75351,-73.99762
40.72381,-73.97896
40.7666,-73.95903
40.70308,-73.92765
40.77043,-73.9515
40.67759,-73.95432
40.70773,-73.9566
40.73493,-73.98655
40.77483,-73.94674
40.82536,-73.94923
40.69075,-73.97192
40.7449,-73.97656
40.85262,-73.93821
40.67338,-73.96415
40.70538,-73.92946
40.68537,-73.97713
40.7176,-73.95234
40.71956,-73.98574
40.68015,-73.978
40.82974,-73.94193
40.78592,-73.97775
40.67504,-73.95273
40.72591,-73.99452
40.70747,-73.93879
40.71786,-73.99518
40.68631,-73.96802
40.83329,-73.93834
40.68216,-73.99504
40.68418,-73.98039
40.73159,-73.95048
40.70876,-73.94971
40.71986,-73.95925
40.72721,-73.98411
40.83378,-73.94966
40.76704,-73.98345
40.7119,-73.96031
40.78728,-73.94579
40.70281,-73.94328
40.69319,-73.96351
40.74117,-73.99517
40.80586,-73.94642
40.68515,-73.99055
40.73713,-74.00232
40.68194,-73.92757
40.68509,-73.93854
40.67138,-73.97772
40.74082,-73.99581
40.68871,-73.97181
40.67228,-73.97248
40.71988,-73.98639
40.77171,-73.95042
40.72699,-73.97894
40.6916,-73.92294
40.73227,-74.00949
40.80139,-73.95433
40.74263,-73.92476
40.69764,-73.93084
40.85604,-73.93469
40.67309,-73.94799
40.72825,-74.00225
40.7445,-73.97583
40.76883,-73.95353
40.82258,-73.95418
40.82238,-73.95534
40.79106,-73.95058
40.82173,-73.95548
40.68443,-73.96337
40.82233,-73.95568
40.68615,-73.93095
40.73131,-73.98609
40.69413,-73.96389
40.72103,-73.94798
40.73319,-73.95623
40.72166,-73.94037
40.69379,-73.98525
40.67231,-73.96032
40.75284,-74.00138
40.81024,-73.94154
40.80997,-73.93992
40.72125,-73.99272
40.69763,-73.93102
40.71622,-73.96042
40.67507,-73.97792
40.76744,-73.96118
40.73336,-73.99836
40.67869,-73.99197
40.80394,-73.9506
40.67828,-73.95646
40.68407,-73.93944
40.73588,-73.99224
40.68334,-73.96704
40.7349,-73.98549
40.6938,-73.94698
40.68673,-73.96252
40.67378,-73.96471
40.83783,-73.93832
40.72632,-73.97907
40.77627,-73.98365
40.77613,-73.94872
40.77837,-73.97964
40.85123,-73.93223
40.73184,-73.95802
40.71921,-73.99116
40.74372,-74.00021
40.71969,-74.00876
40.7225,-73.98267
40.69165,-73.95456
40.7529,-73.92985
40.71733,-73.9531
40.67922,-73.96907
40.76188,-73.97193
40.68062,-73.97042
40.73126,-74.00502
40.73075,-73.99265
40.73345,-73.98956
40.6763,-73.96528
40.70366,-73.9269
40.7466,-73.99219
40.74712,-73.99514
40.71892,-73.98627
40.71593,-73.99031
40.71541,-73.94464
40.77886,-73.98444
40.76194,-73.99346
40.75665,-73.92015
40.84714,-73.94172
40.8129,-73.95213
40.70234,-73.92424
40.71312,-73.99033
40.69691,-73.96713
40.72003,-73.98693
40.7141,-73.96477
40.70694,-73.95307
40.68941,-73.95247
40.7077,-73.92212
40.71275,-73.98682
40.78689,-73.97314
40.78429,-73.97815
40.7016,-73.91868
40.68196,-73.95168
40.76714,-73.95922
40.80712,-73.95316
40.68099,-73.97446
40.86585,-73.92693
40.67525,-73.9486
40.67771,-73.99428
40.73118,-74.0029
40.7106,-73.96532
40.77815,-73.95902
40.71427,-73.94671
40.68646,-73.91313
40.73132,-73.99979
40.71171,-73.96694
40.84764,-73.93875
40.7704,-73.95024
40.85016,-73.93178
40.67434,-73.95728
40.72977,-74.00164
40.7123,-73.99946
40.80925,-73.95541
40.72957,-73.98406
40.72034,-73.98585
40.79279,-73.97131
40.80845,-73.94435
40.76616,-73.98411
40.67422,-73.98097
40.80215,-73.93889
40.71373,-73.94958
40.73818,-73.9977
40.84058,-73.91382
40.79541,-73.94465
40.78844,-73.94951
40.68681,-73.97675
40.68707,-73.96571
40.85081,-73.93118
40.77366,-73.98574
40.82719,-73.94484
40.82316,-73.94129
40.73404,-73.95737
40.68344,-73.92189
40.67813,-73.96355
40.68411,-73.92973
40.70933,-73.94141
40.82579,-73.94907
40.69208,-73.96525
40.67121,-73.95534
40.68777,-73.91601
40.68586,-73.95875
40.73746,-74.00686
40.81368,-73.95942
40.68598,-73.92677
40.71518,-73.94571
40.71335,-73.9496
40.82764,-73.93842
40.70502,-73.95262
40.76113,-73.98918
40.69132,-73.94205
40.69494,-73.96372
40.67996,-74.00101
40.78615,-73.98137
40.71437,-73.96054
40.69982,-73.91957
40.74791,-73.97334
40.734,-73.95474
40.78933,-73.94932
40.68015,-73.96299
40.68252,-73.96664
40.82264,-73.94041
40.73084,-74.00431
40.68485,-73.93684
40.72668,-73.98179
40.74207,-73.99094
40.68194,-73.92896
40.71216,-73.96326
40.7686,-73.9201
40.80706,-73.95403
40.73276,-74.00074
40.68145,-73.95178
40.82124,-73.93838
40.82085,-73.94025
40.68496,-73.96111
40.73425,-73.95506
40.79626,-73.96145
40.80776,-73.9654
40.72676,-73.95529
40.72784,-73.98486
40.6734,-73.97657
40.71078,-74.00995
40.723,-73.97861
40.69901,-73.93967
40.72361,-73.97877
40.73356,-73.99876
40.73949,-73.99483
40.70159,-73.94346
40.67852,-73.97008
40.67665,-73.97925
40.74605,-73.99906
40.7642,-73.98677
40.67573,-73.99878
40.68863,-73.94294
40.84408,-73.93675
40.68336,-73.93648
40.71579,-73.9588
40.7886,-73.97553
40.78775,-73.98152
40.68713,-73.93659
40.687,-73.93446
40.72615,-73.98781
40.75893,-73.99014
40.74435,-74.00038
40.73194,-73.98939
40.7189,-73.99654
40.74641,-73.94611
40.68618,-73.96603
40.77543,-73.95499
40.70163,-73.98208
40.74848,-73.97884
40.70434,-73.98989
40.69097,-73.97972
40.763,-73.98911
40.81378,-73.95353
40.70627,-73.92223
40.7078,-73.94827
40.81071,-73.94493
40.6943,-73.94538
40.67555,-73.95254
40.67296,-73.9501
40.76662,-73.99302
40.67607,-73.95408
40.73194,-74.00189
40.81177,-73.95139
40.70447,-73.98754
40.72836,-73.98163
40.77464,-73.95695
40.71684,-73.9441
40.6745,-73.99582
40.7099,-73.91509
40.72493,-74.00307
40.79531,-73.9333
40.73377,-74.00259
40.72256,-73.99767
40.67942,-73.97078
40.70424,-73.98597
40.7982,-73.96394
40.71765,-73.93999
40.71687,-73.99046
40.71081,-73.96121
40.72538,-74.00375
40.69437,-73.94519
40.69288,-73.90374
40.72726,-73.97573
40.67501,-73.96651
40.71916,-73.95696
40.80667,-73.95562
40.79368,-73.96487
40.71149,-73.94504
40.69224,-73.99638
40.76356,-73.8885
40.73055,-73.98875
40.69282,-73.92477
40.72792,-73.98507
40.69293,-73.99679
40.7282,-73.98893
40.80014,-73.9637
40.73359,-74.00524
40.75751,-73.91678
40.76291,-73.91871
40.72658,-73.98907
40.82892,-73.94745
40.73331,-74.00471
40.68859,-73.9729
40.80421,-73.94302
40.80626,-73.94009
40.76491,-73.9207
40.68556,-73.99779
40.67682,-73.96586
40.80684,-73.94844
40.75136,-73.97076
40.79218,-73.95076
40.72399,-73.98134
40.72131,-73.99487
40.67359,-73.97434
40.8278,-73.94891
40.78729,-73.97439
40.7852,-73.9746
40.78558,-73.97251
40.73464,-74.00225
40.69248,-73.96983
40.78954,-73.97222
40.73506,-73.99728
40.76896,-73.95898
40.68364,-73.92638
40.7603,-73.91395
40.72602,-74.00318
40.71927,-74.00453
40.77896,-73.97849
40.73303,-74.00237
40.67319,-73.95987
40.68923,-73.91946
40.79307,-73.95138
40.76249,-73.96054
40.79962,-73.96523
40.80132,-73.95568
40.81309,-73.95267
40.68204,-73.99249
40.70607,-73.935
40.76295,-73.92652
40.67541,-73.9784
40.76777,-73.91109
40.68924,-73.9681
40.68771,-73.96186
40.72031,-73.9483
40.70798,-73.94263
40.69017,-73.95493
40.67515,-73.95435
40.72198,-73.98932
40.6787,-73.97065
40.82153,-73.95512
40.77421,-73.9528
40.70538,-73.89448
40.74417,-73.94823
40.72538,-73.98351
40.67651,-73.98007
40.81906,-73.92806
40.72351,-73.98283
40.72944,-73.98645
40.72346,-73.97907
40.69872,-73.94635
40.69449,-73.91156
40.71132,-73.94493
40.80938,-73.94196
40.68854,-73.95742
40.75537,-73.91648
40.77054,-73.95497
40.718,-73.96603
40.72091,-73.96124
40.75879,-73.9638
40.72008,-74.0043
40.6824,-73.93597
40.74398,-73.99624
40.82943,-73.94728
40.69235,-73.93836
40.74112,-74.00177
40.8035,-73.94764
40.71454,-73.9507
40.71797,-73.95508
40.77117,-73.90427
40.68753,-73.95851
40.81241,-73.94371
40.80384,-73.95419
40.71886,-73.98497
40.73323,-73.98224
40.79535,-73.93274
40.85933,-73.92863
40.70851,-73.949
40.67881,-73.99379
40.77014,-73.96222
40.68554,-73.98924
40.7265,-73.99
40.76463,-73.98112
40.7744,-73.95578
40.67418,-73.94661
40.79417,-73.94376
40.69935,-73.93713
40.67046,-73.94835
40.72046,-73.98773
40.67414,-73.95667
40.75783,-73.96383
40.71273,-73.94399
40.72086,-73.99999
40.67151,-73.94885
40.825,-73.94132
40.74573,-73.99712
40.68304,-73.99819
40.6803,-73.96059
40.67685,-74.00581
40.79794,-73.93223
40.76359,-73.92531
40.74361,-73.91662
40.73807,-73.98187
40.73775,-73.98324
40.75959,-73.90835
40.71972,-73.99438
40.75964,-73.98534
40.72428,-73.94472
40.73099,-73.98762
40.68532,-73.92429
40.72613,-73.93915
40.74877,-73.9994
40.74197,-73.99702
40.83535,-73.94334
40.78859,-73.94715
40.69034,-73.95321
40.81102,-73.94562
40.73026,-73.95596
40.80602,-73.95362
40.69305,-73.90398
40.78264,-73.97803
40.68754,-73.99284
40.68779,-73.98517
40.68674,-73.93845
40.67271,-73.94551
40.74268,-73.97853
40.68185,-73.90655
40.7457,-73.99775
40.73708,-73.98455
40.74052,-73.97907
40.736,-73.92425
40.68068,-73.9535
40.71852,-73.95616
40.80477,-73.9512
40.71744,-73.99718
40.72068,-73.99576
40.68545,-73.97572
40.688,-73.97745
40.77103,-73.89461
40.67771,-73.98152
40.68798,-73.93903
40.71353,-73.96216
40.72212,-73.99676
40.72541,-73.9567
40.70974,-73.93962
40.68316,-73.93906
40.83479,-73.94345
40.72065,-73.959
40.80815,-73.94325
40.72778,-73.98305
40.71928,-73.98993
40.68769,-73.9749
40.82865,-73.94621
40.71446,-73.98833
40.6831,-73.94434
40.72271,-73.98478
40.82101,-73.94582
40.68767,-73.91261
40.67673,-73.96399
40.68312,-73.94082
40.80745,-73.94279
40.68034,-73.97321
40.78898,-73.97589
40.72855,-74.00136
40.74119,-74.00234
40.67659,-74.01551
40.71756,-73.94839
40.78892,-73.97435
40.67678,-73.96692
40.77097,-73.98083
40.74057,-73.99771
40.67173,-73.98968
40.71666,-73.94552
40.74658,-73.98847
40.6866,-73.99123
40.72448,-73.94328
40.75274,-73.97026
40.73125,-73.98344
40.73614,-74.00634
40.79208,-73.96482
40.73032,-73.98469
40.77755,-73.90599
40.80421,-73.94037
40.68018,-73.94839
40.83307,-73.93957
40.79921,-73.93657
40.68247,-73.97837
40.68798,-73.97182
40.7252,-73.98261
40.80815,-73.96779
40.73369,-73.95854
40.80449,-73.95687
40.77068,-73.95867
40.68675,-73.97713
40.68683,-73.92922
40.72845,-73.98598
40.72897,-73.95132
40.71813,-73.95981
40.7948,-73.94835
40.73804,-74.00416
40.79025,-73.9488
40.74239,-73.92213
40.78571,-73.97149
40.69814,-73.92996
40.84002,-73.9385
40.73135,-73.95489
40.69776,-73.90939
40.72011,-73.99468
40.7302,-74.00165
40.74568,-73.98321
40.68177,-73.9389
40.7252,-74.00279
40.71374,-73.94642
40.74542,-73.98205
40.8506,-73.94023
40.80393,-73.94046
40.8004,-73.95645
40.71646,-73.97656
40.76841,-73.95213
40.74652,-74.00089
40.76636,-73.9855
40.67839,-73.96623
40.73984,-74.00187
40.77938,-73.98721
40.79631,-73.96152
40.78943,-73.94726
40.70823,-73.89925
40.80904,-73.93037
40.76161,-73.99452
40.71976,-74.00571
40.76797,-73.92858
40.76703,-73.95413
40.71166,-73.9972
40.68647,-73.95909
40.83448,-73.94476
40.69258,-73.96649
40.67463,-73.91811
40.73138,-73.98807
40.69486,-73.97132
40.72499,-73.98127
40.72434,-73.97715
40.68272,-73.92885
40.77147,-73.9166
40.75099,-73.96994
40.85121,-73.93734
40.78806,-73.97969
40.76247,-73.99294
40.82393,-73.95308
40.67394,-73.95951
40.71317,-73.94851
40.71024,-73.9517
40.70653,-73.9462
40.79293,-73.94048
40.8035,-73.94041
40.74389,-73.99159
40.71908,-74.00546
40.69122,-73.95648
40.77546,-73.91571
40.72992,-73.95628
40.69652,-73.93548
40.71704,-73.95789
40.68764,-73.97545
40.67322,-73.95847
40.76168,-73.9949
40.71038,-73.96299
40.78104,-73.94916
40.8291,-73.94816
40.68185,-73.94108
40.69107,-73.91995
40.80545,-73.95563
40.69822,-73.93517
40.69324,-73.93217
40.7084,-73.94153
40.67321,-73.96574
40.68065,-73.95154
40.7149,-73.93983
40.82427,-73.94428
40.78323,-73.98105
40.76398,-73.9589
40.67157,-73.9852
40.80707,-73.94884
40.74119,-73.99168
40.81388,-73.95105
40.68388,-73.95019
40.74984,-73.99482
40.78815,-73.9737
40.68445,-73.93785
40.74331,-73.98351
40.68201,-73.95012
40.68843,-73.96239
40.68919,-73.95399
40.70518,-73.89133
40.7084,-73.92642
40.69585,-73.9446
40.6824,-73.95039
40.70117,-73.99147
40.70971,-73.95621
40.81291,-73.90772
40.71737,-73.96396
40.78747,-73.95276
40.70735,-74.00971
40.70794,-73.96077
40.68013,-73.99397
40.70946,-74.01235
40.7191,-73.98866
40.71787,-73.95585
40.71634,-73.99031
40.73104,-73.99957
40.68322,-73.95085
40.72948,-73.99957
40.7433,-73.99832
40.7132,-73.96798
40.79475,-73.976
40.70894,-73.94135
40.73532,-74.00448
40.76788,-73.92334
40.68846,-73.97567
40.73305,-74.00412
40.84346,-73.94471
40.73384,-74.00462
40.80777,-73.96703
40.75728,-73.97152
40.70706,-73.95071
40.68809,-73.97578
40.72098,-73.99869
40.82612,-73.95216
40.72805,-73.99871
40.73227,-73.98451
40.80274,-73.96459
40.76248,-73.98597
40.67396,-73.96083
40.68799,-73.91677
40.68371,-73.96461
40.67782,-73.95386
40.72353,-73.99059
40.71063,-73.96774
40.68325,-73.94975
40.68645,-73.96587
40.77444,-73.95908
40.6844,-73.9489
40.72188,-73.9816
40.69081,-73.95627
40.76062,-73.9175
40.74265,-73.89781
40.85704,-73.93789
40.85677,-73.93727
40.67915,-73.97125
40.71058,-73.96243
40.74019,-73.98115
40.67475,-73.9465
40.76592,-73.93428
40.71925,-73.99123
40.71571,-73.95813
40.71276,-73.95022
40.70392,-73.93635
40.76417,-73.97704
40.69811,-73.95557
40.73896,-74.00522
40.6838,-73.99849
40.71833,-73.99826
40.71657,-73.9597
40.68243,-73.95167
40.74913,-73.99575
40.75032,-73.99676
40.73981,-74.0016
40.68608,-73.93478
40.76934,-73.9863
40.77207,-73.95923
40.70816,-73.93931
40.82343,-73.94507
40.67275,-73.95144
40.71652,-73.94309
40.69774,-73.97076
40.80861,-73.94574
40.71101,-73.95164
40.69376,-73.93776
40.80862,-73.94516
40.67421,-73.9504
40.80887,-73.94756
40.80998,-73.95898
40.71449,-73.95905
40.68208,-73.93115
40.74318,-73.95108
40.76178,-73.96713
40.72685,-73.97874
40.68842,-73.97781
40.67927,-73.94252
40.6842,-73.9177
40.72758,-73.97762
40.75639,-73.96558
40.67738,-73.96509
40.67274,-73.97339
40.73432,-74.00306
40.72122,-73.99395
40.71327,-73.93979
40.69074,-73.96619
40.72411,-73.99865
40.76175,-73.95012
40.73268,-74.00314
40.833,-73.93806
40.7041,-73.92418
40.72383,-73.9829
40.79801,-73.97045
40.74572,-73.99637
40.68732,-73.93004
40.76723,-73.9551
40.72466,-74.0042
40.68298,-73.99171
40.76977,-73.98638
40.72456,-73.94343
40.69731,-73.92417
40.8469,-73.94522
40.67071,-73.94752
40.68695,-73.92364
40.72756,-73.9423
40.6775,-73.96509
40.68996,-73.97855
40.76893,-73.95967
40.80684,-73.96404
40.72991,-73.95208
40.69243,-73.94547
40.72463,-73.98938
40.74342,-73.92635
40.67611,-74.01635
40.69916,-73.92219
40.82036,-73.95589
40.72587,-74.00186
40.69063,-73.94534
40.6918,-73.94673
40.70759,-73.92678
40.68444,-73.94201
40.69648,-73.98261
40.72347,-74.00488
40.79813,-73.93132
40.8392,-73.94216
40.73078,-74.00282
40.67317,-73.97676
40.73721,-74.00973
40.74449,-73.95201
40.74036,-74.00138
40.6937,-73.93104
40.72418,-73.98283
40.68584,-73.9263
40.76781,-73.92684
40.71385,-73.93861
40.72998,-73.99999
40.71362,-73.93561
40.768,-73.98695
40.86457,-73.92749
40.68714,-73.95775
40.78622,-73.97586
40.73556,-74.00903
40.71444,-73.98348
40.82407,-73.94434
40.68238,-73.93795
40.81623,-73.94907
40.67427,-73.95042
40.76391,-73.99225
40.67947,-73.99709
40.70444,-73.92005
40.7262,-73.97913
40.7223,-73.9821
40.72193,-73.99379
40.68665,-73.93293
40.69979,-73.92078
40.8057,-73.95826
40.73458,-74.00492
40.80028,-73.9618
40.67265,-73.9247
40.72732,-73.94076
40.80759,-73.93839
40.6762,-73.96671
40.67471,-73.94571
40.76582,-73.99468
40.80533,-73.94665
40.76199,-73.98627
40.70901,-73.95291
40.69301,-73.94551
40.71915,-73.94061
40.81384,-73.93973
40.71867,-73.9557
40.73695,-74.00572
40.77864,-73.98437
40.69077,-73.95745
40.74632,-73.94799
40.76035,-73.98026
40.71215,-73.95637
40.72247,-73.97947
40.71608,-73.98962
40.74234,-73.92579
40.68786,-73.91722
40.7703,-73.93306
40.76084,-73.96908
40.7245,-73.99419
40.69332,-73.96543
40.75029,-73.99556
40.71501,-73.98061
40.75028,-73.99533
40.70952,-73.95078
40.68007,-73.96334
40.71862,-73.99154
40.6862,-73.97184
40.80427,-73.95404
40.7204,-73.99042
40.72267,-73.94362
40.67838,-73.95549
40.70582,-74.00888
40.80011,-73.9133
40.6747,-73.97947
40.72822,-74.00429
40.68411,-73.95169
40.71202,-73.96602
40.71471,-73.94045
40.82124,-73.94973
40.74776,-73.97335
40.67171,-73.98079
40.80108,-73.94346
40.77006,-73.95441
40.7057,-73.93836
40.70121,-73.91883
40.71804,-73.99147
40.69197,-73.97218
40.68639,-73.9624
40.6882,-73.94645
40.73051,-73.99518
40.71,-73.9523
40.69336,-73.94678
40.69289,-73.94356
40.68084,-73.92804
40.68329,-73.95111
40.71041,-73.93847
40.74461,-74.00172
40.72686,-73.94177
40.69399,-73.93135
40.76387,-73.92593
40.85652,-73.92975
40.79004,-73.94846
40.73988,-74.0036
40.70919,-73.95012
40.71908,-73.99976
40.78357,-73.97268
40.68249,-73.97139
40.72307,-73.97911
40.71938,-73.95136
40.6839,-73.95042
40.77448,-73.90907
40.8033,-73.95008
40.72317,-73.9929
40.75676,-73.93463
40.7282,-73.98067
40.68864,-73.9213
40.8061,-73.9662
40.78981,-73.97518
40.7133,-73.94602
40.72411,-73.99372
40.71171,-73.96101
40.78024,-73.97942
40.72915,-73.98565
40.74409,-73.89864
40.72853,-73.98619
40.78808,-73.9754
40.68585,-73.90686
40.80355,-73.95227
40.72887,-73.95163
40.75909,-73.93217
40.77787,-73.91472
40.72545,-73.99492
40.68034,-73.9615
40.73078,-74.0104
40.79255,-73.93842
40.73732,-73.90168
40.74033,-73.89921
40.82453,-73.94923
40.71702,-73.99566
40.70951,-73.96262
40.76142,-73.96086
40.71188,-73.95155
40.73158,-73.99254
40.83399,-73.94474
40.76792,-73.92228
40.73254,-74.00467
40.7529,-73.97094
40.72694,-73.98304
40.70939,-74.00121
40.72149,-73.96174
40.74611,-73.99209
40.72079,-73.95641
40.70188,-73.92275
40.76476,-73.99011
40.7257,-73.94181
40.73082,-73.98693
40.67477,-73.97404
40.76752,-73.9273
40.68572,-73.9641
40.81606,-73.94363
40.69017,-73.95757
40.82184,-73.95031
40.70863,-73.95543
40.69385,-73.95223
40.7513,-73.97239
40.70537,-73.92975
40.83942,-73.93855
40.72391,-73.99879
40.71915,-73.99309
40.7086,-73.94715
40.81307,-73.93854
40.6848,-73.92505
40.78013,-73.95082
40.7338,-74.00328
40.76866,-73.9536
40.68468,-73.99145
40.68019,-73.93042
40.67179,-73.97248
40.68656,-73.95348
40.77118,-73.9527
40.68471,-73.95325
40.72831,-73.9987
40.70773,-73.94144
40.8117,-73.9555
40.70045,-73.93832
40.68708,-73.95126
40.68005,-73.93911
40.73119,-74.00615
40.68553,-73.94466
40.70617,-73.93761
40.76364,-73.99465
40.76544,-73.9882
40.68194,-73.94068
40.72531,-73.94222
40.73089,-74.00302
40.72866,-74.00095
40.68978,-73.93751
40.73433,-74.0036
40.72047,-74.00049
40.7854,-73.97368
40.72379,-73.98826
40.71084,-73.94861
40.76464,-73.98749
40.79221,-73.97476
40.73681,-73.98366
40.76493,-73.98652
40.76703,-73.98874
40.76671,-73.98666
40.71346,-73.93883
40.69143,-73.93933
40.79053,-73.94398
40.76359,-73.90586
40.71108,-73.96318
40.76394,-73.92022
40.8174,-73.94629
40.68208,-73.9104
40.72509,-73.89687
40.7157,-73.99183
40.72668,-73.95555
40.80339,-73.95167
40.7977,-73.93754
40.71251,-73.947
40.7138,-73.96251
40.81976,-73.94029
40.74072,-74.00438
40.68242,-73.97904
40.76796,-73.98601
40.7672,-73.92799
40.69383,-73.90837
40.7189,-73.99177
40.75224,-73.99487
40.77532,-73.97952
40.72646,-73.95799
40.73487,-73.95789
40.85287,-73.93794
40.72124,-73.93673
40.70833,-73.95395
40.70306,-73.92526
40.71906,-73.9845
40.81027,-73.94639
40.72182,-73.99625
40.74035,-74.00615
40.6776,-73.93504
40.70758,-74.00799
40.7474,-73.97847
40.71316,-73.95648
40.71985,-73.94015
40.67629,-73.97654
40.79377,-73.9361
40.75622,-73.9728
40.67394,-73.924
40.79086,-73.96683
40.77084,-73.95811
40.72716,-73.94971
40.7179,-73.95103
40.76135,-73.91571
40.72076,-73.95614
40.76081,-73.93163
40.68972,-73.93073
40.70911,-73.99685
40.72105,-73.98519
40.76358,-73.95895
40.74609,-73.91406
40.78031,-73.94653
40.76708,-73.986
40.76549,-73.92934
40.70982,-73.9642
40.71973,-73.96071
40.74148,-73.98304
40.765,-73.98904
40.72569,-73.94054
40.73236,-73.9992
40.74188,-73.99729
40.80012,-73.94087
40.84367,-73.91718
40.77219,-73.95073
40.80247,-73.94531
40.69194,-73.95952
40.78952,-73.98097
40.74314,-73.9957
40.79692,-73.94434
40.77648,-73.96126
40.67247,-73.93616
40.69696,-73.93577
40.69366,-73.92281
40.72714,-73.98397
40.74563,-73.99325
40.70942,-73.95302
40.76451,-73.92942
40.74244,-73.91676
40.78448,-73.97386
40.76421,-73.99115
